1	4
2	4
3	4
4	13
5	4
6	4
7	1
8	13
9	13
10	15
11	4
12	3
13	4
14	13
15	0
16	4
17	9
18	4
19	3
20	13
21	3
22	4
23	4
24	3
25	4
26	3
27	0
28	4
29	9
30	2
31	8
32	2
33	9
34	0
35	3
36	4
37	8
38	0
39	0
40	2
41	13
42	0
43	15
44	13
45	3
46	0
47	0
48	13
49	13
50	3
51	0
52	0
53	3
54	16
55	4
56	0
57	3
58	0
59	5
60	0
61	0
62	0
63	17
64	0
65	0
66	0
67	3
68	0
69	0
70	5
71	13
72	0
73	0
74	0
75	8
76	9
77	4
78	0
79	9
80	0
81	0
82	13
83	0
84	2
85	3
86	1
87	9
88	13
89	6
90	0
91	19
92	4
93	0
94	0
95	4
96	9
97	0
98	2
99	13
100	1
101	9
102	0
103	0
104	3
105	0
106	5
107	0
108	0
109	6
110	4
111	17
112	0
113	3
114	1
115	13
116	9
117	0
118	5
119	3
120	0
121	4
122	0
123	17
124	0
125	14
126	9
127	0
128	0
129	0
130	4
131	0
132	0
133	5
134	8
135	0
136	15
137	4
138	9
139	18
140	9
141	9
142	0
143	0
144	14
145	0
146	3
147	14
148	0
149	0
150	0
151	15
152	0
153	3
154	2
155	13
156	3
157	8
158	0
159	15
160	0
161	15
162	0
163	0
164	0
165	0
166	8
167	0
168	1
169	0
170	0
171	0
172	9
173	8
174	4
175	0
176	9
177	0
178	5
179	0
180	0
181	0
182	0
183	9
184	8
185	0
186	3
187	2
188	8
189	0
190	0
191	0
192	6
193	4
194	13
195	8
196	0
197	14
198	6
199	0
200	8
201	0
202	4
203	2
204	6
205	0
206	4
207	0
208	0
209	15
210	0
211	3
212	4
213	0
214	0
215	1
216	18
217	3
218	0
219	0
220	3
221	0
222	9
223	4
224	0
225	0
226	0
227	9
228	4
229	0
230	0
231	3
232	5
233	0
234	0
235	4
236	1
237	18
238	0
239	9
240	0
241	0
242	0
243	4
244	2
245	0
246	9
247	9
248	0
249	0
250	8
251	0
252	4
253	0
254	0
255	5
256	4
257	5
258	0
259	8
260	0
261	0
262	0
263	0
264	3
265	0
266	6
267	0
268	0
269	0
270	0
271	9
272	0
273	0
274	0
275	0
276	0
277	0
278	1
279	8
280	0
281	0
282	3
283	1
284	8
285	0
286	4
287	15
288	0
289	15
290	13
291	17
292	0
293	0
294	5
295	0
296	1
297	0
298	13
299	19
300	1
301	0
302	5
303	3
304	0
305	0
306	0
307	0
308	8
309	13
310	1
311	0
312	2
313	0
314	0
315	0
316	3
317	0
318	3
319	0
320	18
321	0
322	15
323	0
324	9
325	0
326	17
327	3
328	3
329	1
330	0
331	0
332	0
333	6
334	10
335	3
336	0
337	0
338	0
339	17
340	0
341	1
342	0
343	6
344	0
345	13
346	0
347	0
348	0
349	0
350	0
351	9
352	0
353	9
354	15
355	6
356	5
357	0
358	4
359	4
360	8
361	15
362	0
363	4
364	4
365	0
366	0
367	0
368	4
369	4
370	4
371	4
372	4
373	0
374	0
